len	tc	intersection	union	enrichment
28800	0.4	357307	4591000	0.07782
28800	0.45	359047	4623238	0.07766
28800	0.5	361969	4666376	0.07756
28800	0.55	1126143	6767527	0.1664
28800	0.6	1125320	6790472	0.16572
28800	0.65	1192840	9850443	0.12109
28800	0.7	1206817	11801821	0.10225
28800	0.75	1209456	12104351	0.09991
28800	0.8	1249770	12708103	0.09834
28800	0.85	1273557	13072958	0.09741
28800	0.9	1283213	13488112	0.09513
28800	0.95	1296192	13763519	0.09417
28800	1	0	2597477	0
28850	0	0	2597477	0
28850	0.05	331068	4321494	0.0766
28850	0.1	337950	4383318	0.07709
28850	0.15	343986	4431004	0.07763
28850	0.2	346076	4476809	0.0773
28850	0.25	348531	4509325	0.07729
28850	0.3	351009	4535097	0.07739
28850	0.35	352781	4552648	0.07748
28850	0.4	357307	4591000	0.07782
28850	0.45	358954	4622096	0.07766
28850	0.5	360988	4666376	0.07735
28850	0.55	1126143	6767527	0.1664
28850	0.6	1125320	6790472	0.16572
28850	0.65	1192840	9850443	0.12109
28850	0.7	1206817	11801821	0.10225
28850	0.75	1209456	12104351	0.09991
28850	0.8	1249770	12707295	0.09835
28850	0.85	1273557	13072239	0.09742
28850	0.9	1283213	13486956	0.09514
28850	0.95	1296192	13761705	0.09418
28850	1	0	2597477	0
28900	0	0	2597477	0
28900	0.05	331068	4321494	0.0766
28900	0.1	337950	4383318	0.07709
28900	0.15	343986	4431004	0.07763
28900	0.2	346076	4476809	0.0773
28900	0.25	348531	4509325	0.07729
28900	0.3	351009	4535097	0.07739
28900	0.35	352781	4550875	0.07751
28900	0.4	357307	4591000	0.07782
28900	0.45	358960	4622901	0.07764
28900	0.5	360988	4665908	0.07736
28900	0.55	1126143	6766462	0.16643
28900	0.6	1125320	6789353	0.16574
28900	0.65	1191517	9850443	0.12096
28900	0.7	1206817	11800651	0.10226
28900	0.75	1209456	12104351	0.09991
28900	0.8	1249567	12704517	0.09835
28900	0.85	1273557	13072239	0.09742
28900	0.9	1283213	13486956	0.09514
28900	0.95	1296192	13761103	0.09419
28900	1	0	2597477	0
28950	0	0	2597477	0
28950	0.05	331068	4320271	0.07663
28950	0.1	337950	4383318	0.07709
28950	0.15	343986	4431004	0.07763
28950	0.2	346076	4476809	0.0773
28950	0.25	348531	4509325	0.07729
28950	0.3	351009	4535097	0.07739
28950	0.35	352781	4550875	0.07751
28950	0.4	356791	4590843	0.07771
28950	0.45	358960	4622901	0.07764
28950	0.5	360988	4661626	0.07743
28950	0.55	1126143	6766462	0.16643
28950	0.6	1125320	6787730	0.16578
28950	0.65	1191517	9850443	0.12096
28950	0.7	1206817	11800651	0.10226
28950	0.75	1209456	12104351	0.09991
28950	0.8	1249567	12704517	0.09835
28950	0.85	1273300	13068452	0.09743
28950	0.9	1283213	13486956	0.09514
28950	0.95	1296192	13760492	0.09419
28950	1	0	2597477	0
29000	0	0	2597477	0
29000	0.05	330988	4319511	0.07662
29000	0.1	337950	4383318	0.07709
29000	0.15	343986	4431004	0.07763
29000	0.2	346076	4476809	0.0773
29000	0.25	348531	4508035	0.07731
29000	0.3	350890	4534665	0.07737
29000	0.35	352781	4550875	0.07751
29000	0.4	356791	4590843	0.07771
29000	0.45	358960	4622901	0.07764
29000	0.5	360988	4661626	0.07743
29000	0.55	1126143	6766462	0.16643
29000	0.6	1125320	6787730	0.16578
29000	0.65	1191391	9849394	0.12096
29000	0.7	1206817	11800651	0.10226
29000	0.75	1209456	12104351	0.09991
29000	0.8	1249567	12704517	0.09835
29000	0.85	1273035	13068316	0.09741
29000	0.9	1283213	13485802	0.09515
29000	0.95	1296192	13759783	0.0942
29000	1	0	2597477	0
29050	0	0	2597477	0
29050	0.05	330988	4319511	0.07662
29050	0.1	337950	4383318	0.07709
29050	0.15	343986	4429156	0.07766
29050	0.2	346076	4476809	0.0773
29050	0.25	348531	4508035	0.07731
29050	0.3	350890	4534665	0.07737
29050	0.35	352781	4550282	0.07752
29050	0.4	356791	4590843	0.07771
29050	0.45	358816	4620398	0.07765
29050	0.5	360988	4659782	0.07746
29050	0.55	1126008	6765142	0.16644
29050	0.6	1125320	6787730	0.16578
29050	0.65	1191391	9849394	0.12096
29050	0.7	1206817	11799855	0.10227
29050	0.75	1209456	12104351	0.09991
29050	0.8	1249567	12704517	0.09835
29050	0.85	1273035	13066112	0.09743
29050	0.9	1283191	13485494	0.09515
29050	0.95	1296192	13759488	0.0942
29050	1	0	2597477	0
29100	0	0	2597477	0
29100	0.05	330763	4316730	0.07662
29100	0.1	337950	4383318	0.07709
29100	0.15	343986	4429156	0.07766
29100	0.2	346076	4476809	0.0773
29100	0.25	348531	4508035	0.07731
29100	0.3	350890	4534665	0.07737
29100	0.35	352781	4550282	0.07752
29100	0.4	356791	4589894	0.07773
29100	0.45	358816	4620398	0.07765
29100	0.5	360850	4652568	0.07755
29100	0.55	1126008	6765142	0.16644
29100	0.6	1125320	6785924	0.16583
29100	0.65	1191391	9848226	0.12097
29100	0.7	1206817	11798020	0.10228
29100	0.75	1209456	12104351	0.09991
29100	0.8	1249567	12703311	0.09836
29100	0.85	1273035	13066112	0.09743
29100	0.9	1283191	13485106	0.09515
29100	0.95	1296192	13757920	0.09421
29100	1	0	2597477	0
29150	0	0	2597477	0
29150	0.05	330763	4316730	0.07662
29150	0.1	337950	4382683	0.07711
29150	0.15	343986	4428076	0.07768
29150	0.2	346076	4478444	0.07727
29150	0.25	348531	4508035	0.07731
29150	0.3	350890	4534665	0.07737
29150	0.35	352781	4550282	0.07752
29150	0.4	356430	4589794	0.07765
29150	0.45	358816	4619414	0.07767
29150	0.5	360776	4651775	0.07755
29150	0.55	1126008	6765142	0.16644
29150	0.6	1125320	6785924	0.16583
29150	0.65	1191391	9847712	0.12098
29150	0.7	1206817	11796760	0.1023
29150	0.75	1209456	12104351	0.09991
29150	0.8	1249567	12702472	0.09837
29150	0.85	1273035	13066112	0.09743
29150	0.9	1282966	13485005	0.09514
29150	0.95	1296192	13757920	0.09421
29150	1	0	2597477	0
29200	0	0	2597477	0
29200	0.05	330763	4316730	0.07662
29200	0.1	337317	4381884	0.07697
29200	0.15	343986	4427494	0.07769
29200	0.2	346076	4478444	0.07727
29200	0.25	348531	4508035	0.07731
29200	0.3	350129	4531942	0.07725
29200	0.35	352781	4550282	0.07752
29200	0.4	356430	4589794	0.07765
29200	0.45	358816	4619414	0.07767
29200	0.5	360776	4651775	0.07755
29200	0.55	1126008	6765142	0.16644
29200	0.6	1125320	6785924	0.16583
29200	0.65	1191391	9847712	0.12098
29200	0.7	1206817	11795941	0.1023
29200	0.75	1209456	12104351	0.09991
29200	0.8	1249567	12702472	0.09837
29200	0.85	1273035	13066112	0.09743
29200	0.9	1282966	13483955	0.09514
29200	0.95	1296174	13757920	0.09421
29200	1	0	2597477	0
29250	0	0	2597477	0
29250	0.05	330763	4316730	0.07662
29250	0.1	337317	4381884	0.07697
29250	0.15	343986	4427494	0.07769
29250	0.2	346076	4478444	0.07727
29250	0.25	348531	4508035	0.07731
29250	0.3	350129	4531942	0.07725
29250	0.35	352781	4550282	0.07752
29250	0.4	356430	4587829	0.07769
29250	0.45	358816	4619414	0.07767
29250	0.5	360776	4651775	0.07755
29250	0.55	1126008	6765142	0.16644
29250	0.6	1125320	6785924	0.16583
29250	0.65	1191391	9847712	0.12098
29250	0.7	1206817	11795941	0.1023
29250	0.75	1209456	12104351	0.09991
29250	0.8	1249567	12702472	0.09837
29250	0.85	1273035	13066112	0.09743
29250	0.9	1282966	13483955	0.09514
29250	0.95	1296174	13757920	0.09421
29250	1	0	2597477	0
29300	0	0	2597477	0
29300	0.05	330763	4316730	0.07662
29300	0.1	337317	4381884	0.07697
29300	0.15	343986	4427494	0.07769
29300	0.2	346076	4478686	0.07727
29300	0.25	348531	4508035	0.07731
29300	0.3	350129	4531942	0.07725
29300	0.35	352781	4550282	0.07752
29300	0.4	356430	4587367	0.07769
29300	0.45	358655	4617873	0.07766
29300	0.5	360776	4650940	0.07757
29300	0.55	1126008	6765142	0.16644
29300	0.6	1125320	6785292	0.16584
29300	0.65	1191391	9848357	0.12097
29300	0.7	1206817	11795941	0.1023
29300	0.75	1209456	12104351	0.09991
29300	0.8	1249567	12701969	0.09837
29300	0.85	1273035	13066112	0.09743
29300	0.9	1282966	13483419	0.09515
29300	0.95	1296174	13757920	0.09421
29300	1	0	2597477	0
29350	0	0	2597477	0
29350	0.05	330763	4316730	0.07662
29350	0.1	337317	4381884	0.07697
29350	0.15	343986	4427494	0.07769
29350	0.2	346076	4478686	0.07727
29350	0.25	348378	4506107	0.07731
29350	0.3	350129	4531942	0.07725
29350	0.35	352781	4548886	0.07755
29350	0.4	356430	4587367	0.07769
29350	0.45	358655	4617873	0.07766
29350	0.5	360776	4649479	0.07759
29350	0.55	1126008	6765142	0.16644
29350	0.6	1125320	6785292	0.16584
29350	0.65	1191391	9847548	0.12098
29350	0.7	1206817	11795941	0.1023
29350	0.75	1209456	12104351	0.09991
29350	0.8	1249567	12701952	0.09837
29350	0.85	1273035	13066112	0.09743
29350	0.9	1282949	13483419	0.09515
29350	0.95	1296174	13756857	0.09422
29350	1	0	2597477	0
29400	0	0	2597477	0
29400	0.05	330763	4316730	0.07662
29400	0.1	337104	4380411	0.07695
29400	0.15	343986	4427494	0.07769
29400	0.2	346076	4478686	0.07727
29400	0.25	348378	4505159	0.07732
29400	0.3	350129	4531942	0.07725
29400	0.35	352781	4547594	0.07757
29400	0.4	356430	4585579	0.07772
29400	0.45	358477	4617411	0.07763
29400	0.5	360776	4649479	0.07759
29400	0.55	1126008	6765142	0.16644
29400	0.6	1125320	6785292	0.16584
29400	0.65	1191391	9846076	0.121
29400	0.7	1206817	11795941	0.1023
29400	0.75	1209456	12103747	0.09992
29400	0.8	1249567	12700245	0.09838
29400	0.85	1273035	13066112	0.09743
29400	0.9	1282949	13481960	0.09516
29400	0.95	1296174	13756857	0.09422
29400	1	0	2597477	0
29450	0	0	2597477	0
29450	0.05	330763	4316730	0.07662
29450	0.1	337104	4380411	0.07695
29450	0.15	343986	4427494	0.07769
29450	0.2	346076	4478686	0.07727
29450	0.25	348378	4505159	0.07732
29450	0.3	350129	4531942	0.07725
29450	0.35	352781	4547594	0.07757
29450	0.4	356430	4585579	0.07772
29450	0.45	358477	4617411	0.07763
29450	0.5	360730	4648570	0.0776
29450	0.55	1126008	6765142	0.16644
29450	0.6	1125320	6785292	0.16584
29450	0.65	1191391	9846076	0.121
29450	0.7	1206817	11795941	0.1023
29450	0.75	1209456	12103747	0.09992
29450	0.8	1249495	12699384	0.09839
29450	0.85	1273035	13065763	0.09743
29450	0.9	1282949	13482801	0.09515
29450	0.95	1296174	13756356	0.09422
29450	1	0	2597477	0
29500	0	0	2597477	0
29500	0.05	330763	4316730	0.07662
29500	0.1	337104	4379168	0.07697
29500	0.15	343986	4427494	0.07769
29500	0.2	346076	4478686	0.07727
29500	0.25	348378	4505159	0.07732
29500	0.3	350129	4531942	0.07725
29500	0.35	352781	4547594	0.07757
29500	0.4	356430	4585579	0.07772
29500	0.45	358477	4616045	0.07765
29500	0.5	360730	4648570	0.0776
29500	0.55	1125822	6764751	0.16642
29500	0.6	1125320	6784589	0.16586
29500	0.65	1191391	9846076	0.121
29500	0.7	1206817	11795941	0.1023
29500	0.75	1209456	12103747	0.09992
29500	0.8	1249495	12699384	0.09839
29500	0.85	1272800	13064261	0.09742
29500	0.9	1282949	13482801	0.09515
29500	0.95	1296174	13754893	0.09423
29500	1	0	2597477	0
29550	0	0	2597477	0
29550	0.05	330763	4316730	0.07662
29550	0.1	337104	4379168	0.07697
29550	0.15	343986	4424911	0.07773
29550	0.2	346076	4478686	0.07727
29550	0.25	348378	4505159	0.07732
29550	0.3	350129	4531942	0.07725
29550	0.35	352781	4547594	0.07757
29550	0.4	356430	4583348	0.07776
29550	0.45	358477	4615358	0.07767
29550	0.5	360730	4648570	0.0776
29550	0.55	1125822	6764751	0.16642
29550	0.6	1125320	6780279	0.16596
29550	0.65	1191391	9846076	0.121
29550	0.7	1206547	11795341	0.10229
29550	0.75	1209456	11833550	0.1022
29550	0.8	1249495	12699384	0.09839
29550	0.85	1272539	13061876	0.09742
29550	0.9	1282949	13482999	0.09515
29550	0.95	1296174	13754893	0.09423
29550	1	0	2597477	0
29600	0	0	2597477	0
29600	0.05	330763	4315701	0.07664
29600	0.1	337104	4379168	0.07697
29600	0.15	343986	4424911	0.07773
29600	0.2	346076	4478686	0.07727
29600	0.25	348378	4505159	0.07732
29600	0.3	350129	4528421	0.07731
29600	0.35	352781	4547594	0.07757
29600	0.4	356430	4580634	0.07781
29600	0.45	358477	4615358	0.07767
29600	0.5	360730	4648570	0.0776
29600	0.55	1125822	6764751	0.16642
29600	0.6	1125320	6780279	0.16596
29600	0.65	1191391	9846076	0.121
29600	0.7	1206547	11794228	0.10229
29600	0.75	1209456	11833550	0.1022
29600	0.8	1249495	12699384	0.09839
29600	0.85	1272539	13061876	0.09742
29600	0.9	1282949	13482999	0.09515
29600	0.95	1296174	13752053	0.09425
29600	1	0	2597477	0
29650	0	0	2597477	0
29650	0.05	330763	4315701	0.07664
29650	0.1	337104	4379168	0.07697
29650	0.15	343986	4424911	0.07773
29650	0.2	346076	4478686	0.07727
29650	0.25	348378	4505159	0.07732
29650	0.3	350129	4526894	0.07734
29650	0.35	352454	4543186	0.07757
29650	0.4	356430	4580634	0.07781
29650	0.45	358477	4615358	0.07767
29650	0.5	360730	4648570	0.0776
29650	0.55	1125822	6764346	0.16643
29650	0.6	1125320	6779656	0.16598
29650	0.65	1191391	9846076	0.121
29650	0.7	1206547	11794228	0.10229
29650	0.75	1209392	11832459	0.1022
29650	0.8	1249495	12699384	0.09839
29650	0.85	1272539	13061876	0.09742
29650	0.9	1282949	13482999	0.09515
29650	0.95	1296174	13752053	0.09425
29650	1	0	2597477	0
29700	0	0	2597477	0
29700	0.05	330763	4315701	0.07664
29700	0.1	337104	4377666	0.077
29700	0.15	343986	4423828	0.07775
29700	0.2	346076	4477452	0.07729
29700	0.25	348378	4505159	0.07732
29700	0.3	350129	4525780	0.07736
29700	0.35	352454	4543186	0.07757
29700	0.4	356430	4580634	0.07781
29700	0.45	358477	4615358	0.07767
29700	0.5	360730	4646599	0.07763
29700	0.55	1125822	6763595	0.16645
29700	0.6	1125320	6779656	0.16598
29700	0.65	1191391	9846076	0.121
29700	0.7	1206547	11794228	0.10229
29700	0.75	1209392	11834352	0.10219
29700	0.8	1249495	12699384	0.09839
29700	0.85	1272261	13058490	0.09742
29700	0.9	1282949	13481650	0.09516
29700	0.95	1295545	13749453	0.09422
29700	1	0	2597477	0
29750	0	0	2597477	0
29750	0.05	330763	4314085	0.07667
29750	0.1	337104	4377666	0.077
29750	0.15	343986	4423828	0.07775
29750	0.2	346076	4475136	0.07733
29750	0.25	348378	4505159	0.07732
29750	0.3	350129	4525780	0.07736
29750	0.35	352454	4543186	0.07757
29750	0.4	356430	4580634	0.07781
29750	0.45	358477	4614761	0.07768
29750	0.5	360730	4646599	0.07763
29750	0.55	1125822	6762838	0.16647
29750	0.6	1125320	6779656	0.16598
29750	0.65	1191391	9846076	0.121
29750	0.7	1206547	11794228	0.10229
29750	0.75	1209392	11831822	0.10221
29750	0.8	1249495	12698882	0.09839
29750	0.85	1272173	13056895	0.09743
29750	0.9	1282949	13481650	0.09516
29750	0.95	1295196	13748699	0.0942
29750	1	0	2597477	0
29800	0	0	2597477	0
29800	0.05	330763	4312637	0.07669
29800	0.1	337104	4377666	0.077
29800	0.15	343986	4423828	0.07775
29800	0.2	346076	4473457	0.07736
29800	0.25	348378	4505159	0.07732
29800	0.3	350129	4525780	0.07736
29800	0.35	352454	4543186	0.07757
29800	0.4	356430	4580634	0.07781
29800	0.45	358477	4613932	0.07769
29800	0.5	360730	4646599	0.07763
29800	0.55	1125822	6762838	0.16647
29800	0.6	1125320	6779656	0.16598
29800	0.65	1191391	9846076	0.121
29800	0.7	1206547	11791238	0.10232
29800	0.75	1209392	11831822	0.10221
29800	0.8	1249495	12698882	0.09839
29800	0.85	1272103	13055658	0.09743
29800	0.9	1282949	13481811	0.09516
29800	0.95	1295196	13748699	0.0942
29800	1	0	2597477	0
29850	0	0	2597477	0
29850	0.05	330763	4312637	0.07669
29850	0.1	337104	4377666	0.077
29850	0.15	343986	4421960	0.07779
29850	0.2	346076	4473457	0.07736
29850	0.25	348378	4505159	0.07732
29850	0.3	350129	4522898	0.07741
29850	0.35	352454	4543186	0.07757
29850	0.4	356430	4579733	0.07782
29850	0.45	358477	4613932	0.07769
29850	0.5	360730	4646599	0.07763
29850	0.55	1125682	6762278	0.16646
29850	0.6	1125320	6779656	0.16598
29850	0.65	1191391	9846076	0.121
29850	0.7	1206547	11791238	0.10232
29850	0.75	1209392	11831239	0.10222
29850	0.8	1249495	12698882	0.09839
29850	0.85	1272103	13055658	0.09743
29850	0.9	1282949	13481811	0.09516
29850	0.95	1295051	13746090	0.09421
29850	1	0	2597477	0
29900	0	0	2597477	0
29900	0.05	330763	4312159	0.0767
29900	0.1	337104	4377666	0.077
29900	0.15	343845	4421279	0.07777
29900	0.2	346076	4473457	0.07736
29900	0.25	348378	4504055	0.07734
29900	0.3	350129	4522086	0.07742
29900	0.35	352454	4542623	0.07758
29900	0.4	356430	4579733	0.07782
29900	0.45	358477	4613932	0.07769
29900	0.5	360730	4646599	0.07763
29900	0.55	1125682	6762278	0.16646
29900	0.6	1125320	6779656	0.16598
29900	0.65	1191391	9844822	0.12101
29900	0.7	1206547	11789260	0.10234
29900	0.75	1209392	11831495	0.10221
29900	0.8	1249495	12697595	0.0984
29900	0.85	1272103	13055658	0.09743
29900	0.9	1282949	13481030	0.09516
29900	0.95	1295051	13744632	0.09422
29900	1	0	2597477	0
29950	0	0	2597477	0
29950	0.05	330354	4311291	0.07662
29950	0.1	337104	4377666	0.077
29950	0.15	343845	4421279	0.07777
29950	0.2	346076	4473457	0.07736
29950	0.25	348199	4500821	0.07736
29950	0.3	350129	4521122	0.07744
29950	0.35	352454	4542623	0.07758
29950	0.4	356430	4579733	0.07782
29950	0.45	358477	4615239	0.07767
29950	0.5	360730	4647151	0.07762
29950	0.55	1125682	6761438	0.16648
29950	0.6	1125320	6779656	0.16598
29950	0.65	1191391	9844822	0.12101
29950	0.7	1206435	11789009	0.10233
29950	0.75	1209392	11831495	0.10221
29950	0.8	1249495	12697595	0.0984
29950	0.85	1272103	13055658	0.09743
29950	0.9	1282949	13481030	0.09516
29950	0.95	1295051	13744632	0.09422
29950	1	0	2597477	0
30000	0	0	2597477	0
30000	0.05	330354	4310276	0.07664
30000	0.1	337104	4377666	0.077
30000	0.15	343845	4421279	0.07777
30000	0.2	346076	4473457	0.07736
30000	0.25	348199	4500156	0.07737
30000	0.3	350129	4521122	0.07744
30000	0.35	352454	4542623	0.07758
30000	0.4	356277	4578649	0.07781
30000	0.45	358477	4615239	0.07767
30000	0.5	360730	4647151	0.07762
30000	0.55	1125682	6762542	0.16645
30000	0.6	1125320	6779656	0.16598
30000	0.65	1191391	9844822	0.12101
30000	0.7	1206435	11789009	0.10233
30000	0.75	1209392	11831108	0.10222
30000	0.8	1249495	12696634	0.09841
30000	0.85	1272103	13056282	0.09743
30000	0.9	1282949	13481030	0.09516
30000	0.95	1295051	13744632	0.09422
30000	1	0	2597477	0
30050	0	0	2597477	0
30050	0.05	330354	4309489	0.0766573
30050	0.1	337104	4377666	0.0770054
30050	0.15	343845	4420590	0.0777826
30050	0.2	346076	4473457	0.0773621
30050	0.25	348199	4500156	0.0773749
30050	0.3	350129	4521122	0.0774429
30050	0.35	352454	4542623	0.0775882
30050	0.4	356277	4578649	0.0778127
30050	0.45	358477	4616146	0.0776572
30050	0.5	360730	4647151	0.0776239
30050	0.55	1125682	6762542	0.166458
30050	0.6	1125320	6779656	0.165985
30050	0.65	1191391	9844822	0.121017
30050	0.7	1206435	11788188	0.102343
30050	0.75	1209392	11831108	0.102221
30050	0.8	1249495	12696070	0.0984159
30050	0.85	1272103	13055303	0.0974396
30050	0.9	1282949	13481030	0.095167
30050	0.95	1294955	13743786	0.0942211
30050	1	0	2597477	0
30100	0	0	2597477	0
30100	0.05	330354	4309489	0.0766573
30100	0.1	337104	4377666	0.0770054
30100	0.15	343845	4420590	0.0777826
30100	0.2	346076	4473457	0.0773621
30100	0.25	348199	4500156	0.0773749
30100	0.3	350129	4521122	0.0774429
30100	0.35	352454	4542623	0.0775882
30100	0.4	356167	4575676	0.0778392
30100	0.45	358477	4616146	0.0776572
30100	0.5	360730	4646637	0.0776325
30100	0.55	1125625	6759727	0.166519
30100	0.6	1125041	6779347	0.165951
30100	0.65	1191391	9843570	0.121032
30100	0.7	1206435	11786853	0.102354
30100	0.75	1209392	11831108	0.102221
30100	0.8	1249495	12696070	0.0984159
30100	0.85	1272103	13056892	0.0974277
30100	0.9	1282949	13481030	0.095167
30100	0.95	1294799	13741332	0.0942266
30100	1	0	2597477	0
30150	0	0	2597477	0
30150	0.05	330354	4308415	0.0766765
30150	0.1	337104	4377666	0.0770054
30150	0.15	343845	4420590	0.0777826
30150	0.2	345973	4474914	0.0773139
30150	0.25	348199	4500156	0.0773749
30150	0.3	349212	4520596	0.0772491
30150	0.35	352454	4542623	0.0775882
30150	0.4	356167	4575327	0.0778451
30150	0.45	358477	4616146	0.0776572
30150	0.5	360730	4646637	0.0776325
30150	0.55	1125625	6759727	0.166519
30150	0.6	1126497	6779848	0.166154
30150	0.65	1191391	9843570	0.121032
30150	0.7	1206435	11785713	0.102364
30150	0.75	1209392	11831108	0.102221
30150	0.8	1249495	12696070	0.0984159
30150	0.85	1272103	13056316	0.097432
30150	0.9	1282949	13481030	0.095167
30150	0.95	1294799	13739644	0.0942382
30150	1	0	2597477	0
30200	0	0	2597477	0
30200	0.05	330354	4307713	0.076689
30200	0.1	336187	4377652	0.0767962
30200	0.15	343046	4419420	0.0776224
30200	0.2	345973	4474914	0.0773139
30200	0.25	348199	4498322	0.0774064
30200	0.3	349212	4520596	0.0772491
30200	0.35	352113	4540903	0.0775425
30200	0.4	356167	4575327	0.0778451
30200	0.45	358378	4615533	0.0776461
30200	0.5	360730	4646637	0.0776325
30200	0.55	1125625	6759727	0.166519
30200	0.6	1126497	6779848	0.166154
30200	0.65	1191391	9843570	0.121032
30200	0.7	1206435	11784701	0.102373
30200	0.75	1209392	11831108	0.102221
30200	0.8	1249495	12696370	0.0984136
30200	0.85	1272103	13057753	0.0974213
30200	0.9	1282949	13480508	0.0951707
30200	0.95	1294799	13738914	0.0942432
30200	1	0	2597477	0
30250	0	0	2597477	0
30250	0.05	330354	4307095	0.0767
30250	0.1	336187	4377652	0.0767962
30250	0.15	342922	4414948	0.0776729
30250	0.2	345973	4474914	0.0773139
30250	0.25	348199	4498322	0.0774064
30250	0.3	349212	4519383	0.0772698
30250	0.35	352113	4540903	0.0775425
30250	0.4	356167	4575327	0.0778451
30250	0.45	358378	4605929	0.077808
30250	0.5	360730	4646637	0.0776325
30250	0.55	1125625	6759727	0.166519
30250	0.6	1126497	6779848	0.166154
30250	0.65	1187972	9263189	0.128247
30250	0.7	1206384	11783451	0.10238
30250	0.75	1209206	11830042	0.102215
30250	0.8	1249495	12696370	0.0984136
30250	0.85	1272103	13057753	0.0974213
30250	0.9	1282949	13480474	0.0951709
30250	0.95	1294799	13738914	0.0942432
30250	1	0	2597477	0
30300	0	0	2597477	0
30300	0.05	330354	4307095	0.0767
30300	0.1	336187	4377652	0.0767962
30300	0.15	343054	4415535	0.0776925
30300	0.2	345825	4473394	0.0773071
30300	0.25	348199	4498322	0.0774064
30300	0.3	349212	4519383	0.0772698
30300	0.35	352113	4540903	0.0775425
30300	0.4	356167	4574480	0.0778596
30300	0.45	358378	4605929	0.077808
30300	0.5	360730	4646637	0.0776325
30300	0.55	1125625	6759727	0.166519
30300	0.6	1126497	6779848	0.166154
30300	0.65	1187972	9263189	0.128247
30300	0.7	1206384	11783451	0.10238
30300	0.75	1209206	11830042	0.102215
30300	0.8	1249495	12696370	0.0984136
30300	0.85	1272103	13057753	0.0974213
30300	0.9	1282875	13478501	0.0951793
30300	0.95	1294799	13738154	0.0942484
30300	1	0	2597477	0
30350	0	0	2597477	0
30350	0.05	330354	4307095	0.0767
30350	0.1	336187	4377652	0.0767962
30350	0.15	343054	4417341	0.0776607
30350	0.2	345825	4473394	0.0773071
30350	0.25	348199	4498322	0.0774064
30350	0.3	349212	4519383	0.0772698
30350	0.35	352113	4540903	0.0775425
30350	0.4	356167	4574480	0.0778596
30350	0.45	358378	4605929	0.077808
30350	0.5	360629	4645917	0.0776228
30350	0.55	1125625	6759727	0.166519
30350	0.6	1126497	6779848	0.166154
30350	0.65	1187814	9260054	0.128273
30350	0.7	1206384	11782820	0.102385
30350	0.75	1208787	11826578	0.102209
30350	0.8	1249145	12696370	0.098386
30350	0.85	1272103	13056673	0.0974293
30350	0.9	1282875	13477718	0.0951849
30350	0.95	1294799	13738154	0.0942484
30350	1	0	2597477	0
30400	0	0	2597477	0
30400	0.05	330354	4307095	0.0767
30400	0.1	336187	4377652	0.0767962
30400	0.15	343054	4415648	0.0776905
30400	0.2	345825	4473394	0.0773071
30400	0.25	348199	4498322	0.0774064
30400	0.3	349005	4517624	0.0772541
30400	0.35	351113	4540687	0.077326
30400	0.4	354866	4574480	0.0775752
30400	0.45	358378	4605929	0.077808
30400	0.5	360629	4645917	0.0776228
30400	0.55	1125625	6759727	0.166519
30400	0.6	1126497	6779848	0.166154
30400	0.65	1187814	9260054	0.128273
30400	0.7	1206384	11782820	0.102385
30400	0.75	1208787	11826578	0.102209
30400	0.8	1249145	12696370	0.098386
30400	0.85	1272103	13057994	0.0974195
30400	0.9	1282875	13477718	0.0951849
30400	0.95	1294799	13738154	0.0942484
30400	1	0	2597477	0
30450	0	0	2597477	0
30450	0.05	330354	4305360	0.0767309
30450	0.1	336187	4375410	0.0768355
30450	0.15	343054	4415648	0.0776905
30450	0.2	345825	4473394	0.0773071
30450	0.25	348199	4498322	0.0774064
30450	0.3	349005	4517624	0.0772541
30450	0.35	351113	4540687	0.077326
30450	0.4	354866	4569215	0.0776645
30450	0.45	358378	4605929	0.077808
30450	0.5	360629	4645281	0.0776334
30450	0.55	1125625	6759727	0.166519
30450	0.6	1126497	6779848	0.166154
30450	0.65	1187814	9260054	0.128273
30450	0.7	1206384	11782162	0.102391
30450	0.75	1208615	11825960	0.1022
30450	0.8	1249145	12696370	0.098386
30450	0.85	1271977	13054236	0.0974379
30450	0.9	1282875	13477718	0.0951849
30450	0.95	1294799	13737389	0.0942536
30450	1	0	2597477	0
30500	0	0	2597477	0
30500	0.05	330354	4305360	0.0767309
30500	0.1	336187	4376559	0.0768154
30500	0.15	343054	4415648	0.0776905
30500	0.2	345825	4473394	0.0773071
30500	0.25	348199	4498322	0.0774064
30500	0.3	349005	4517624	0.0772541
30500	0.35	351113	4540687	0.077326
30500	0.4	354866	4569215	0.0776645
30500	0.45	358378	4603332	0.0778519
30500	0.5	359966	4645281	0.0774907
30500	0.55	1125625	6758913	0.166539
30500	0.6	1126497	6779196	0.16617
30500	0.65	1187814	9260054	0.128273
30500	0.7	1206384	11781644	0.102395
30500	0.75	1208615	11825960	0.1022
30500	0.8	1249145	12696370	0.098386
30500	0.85	1271977	13051830	0.0974558
30500	0.9	1282875	13477718	0.0951849
30500	0.95	1294799	13735664	0.0942655
30500	1	0	2597477	0
30550	0	0	2597477	0
30550	0.05	330354	4305360	0.0767309
30550	0.1	336187	4375926	0.0768265
30550	0.15	343054	4415648	0.0776905
30550	0.2	345825	4472596	0.0773209
30550	0.25	348199	4497203	0.0774257
30550	0.3	349005	4517624	0.0772541
30550	0.35	351113	4540687	0.077326
