len	tc	intersection	union	enrichment
4750	0.5	390486	5110729	0.0764
4750	0.55	1230058	12200300	0.10082
4750	0.6	1292238	13251227	0.09751
4750	0.65	1300665	13722229	0.09478
4750	0.7	1301903	13855878	0.09396
4750	0.75	1304123	13985783	0.09324
4750	0.8	1315050	14121171	0.09312
4750	0.85	1325031	14413193	0.09193
4750	0.9	1348291	14819057	0.09098
4750	0.95	1408427	16093949	0.08751
4750	1	0	2597477	0
4800	0	0	2597477	0
4800	0.05	359907	4673432	0.07701
4800	0.1	367199	4765108	0.07705
4800	0.15	368191	4816413	0.07644
4800	0.2	369268	4874861	0.07574
4800	0.25	374245	4926944	0.07595
4800	0.3	380091	4954963	0.0767
4800	0.35	382065	4993639	0.07651
4800	0.4	384110	5024630	0.07644
4800	0.45	387635	5063047	0.07656
4800	0.5	389322	5105934	0.07624
4800	0.55	1229375	12196669	0.10079
4800	0.6	1292238	13246193	0.09755
4800	0.65	1301107	13718176	0.09484
4800	0.7	1301903	13852375	0.09398
4800	0.75	1304123	13980007	0.09328
4800	0.8	1314139	14118584	0.09307
4800	0.85	1324895	14401161	0.09199
4800	0.9	1348291	14808772	0.09104
4800	0.95	1406856	16066333	0.08756
4800	1	0	2597477	0
4850	0	0	2597477	0
4850	0.05	359283	4669513	0.07694
4850	0.1	367199	4764198	0.07707
4850	0.15	368191	4814318	0.07647
4850	0.2	369268	4873807	0.07576
4850	0.25	374245	4925037	0.07598
4850	0.3	380091	4955231	0.0767
4850	0.35	381396	4990360	0.07642
4850	0.4	384016	5023544	0.07644
4850	0.45	386597	5063397	0.07635
4850	0.5	389322	5099432	0.07634
4850	0.55	1229328	12194049	0.10081
4850	0.6	1291815	13242356	0.09755
4850	0.65	1301258	13713028	0.09489
4850	0.7	1301438	13847041	0.09398
4850	0.75	1302975	13977734	0.09321
4850	0.8	1313916	14111442	0.0931
4850	0.85	1324561	14393306	0.09202
4850	0.9	1346750	14798282	0.091
4850	0.95	1404935	16039768	0.08759
4850	1	0	2597477	0
4900	0	0	2597477	0
4900	0.05	359283	4668880	0.07695
4900	0.1	365569	4761985	0.07676
4900	0.15	368047	4812712	0.07647
4900	0.2	369268	4871332	0.0758
4900	0.25	373927	4920662	0.07599
4900	0.3	380091	4952969	0.07674
4900	0.35	381133	4987874	0.07641
4900	0.4	384016	5021028	0.07648
4900	0.45	386094	5058796	0.07632
4900	0.5	388973	5096767	0.07631
4900	0.55	1229139	12188380	0.10084
4900	0.6	1290254	13239071	0.09745
4900	0.65	1300604	13711282	0.09485
4900	0.7	1300970	13843540	0.09397
4900	0.75	1302975	13969904	0.09327
4900	0.8	1313404	14104884	0.09311
4900	0.85	1324561	14382677	0.09209
4900	0.9	1346631	14790241	0.09104
4900	0.95	1401971	16021154	0.0875
4900	1	0	2597477	0
4950	0	0	2597477	0
4950	0.05	359094	4667066	0.07694
4950	0.1	367058	4760894	0.07709
4950	0.15	368047	4808295	0.07654
4950	0.2	369268	4869948	0.07582
4950	0.25	373927	4918994	0.07601
4950	0.3	380091	4952048	0.07675
4950	0.35	381133	4987463	0.07641
4950	0.4	383837	5020060	0.07646
4950	0.45	386094	5056897	0.07634
4950	0.5	388325	5093951	0.07623
4950	0.55	1229146	12187784	0.10085
4950	0.6	1290254	13233455	0.09749
4950	0.65	1300523	13704561	0.09489
4950	0.7	1301855	13841333	0.09405
4950	0.75	1302791	13965059	0.09328
4950	0.8	1311877	14097597	0.09305
4950	0.85	1324053	14373986	0.09211
4950	0.9	1346260	14773165	0.09112
4950	0.95	1399342	16004054	0.08743
4950	1	0	2597477	0
5000	0	0	2597477	0
5000	0.05	359094	4665518	0.07696
5000	0.1	366872	4755358	0.07714
5000	0.15	367873	4807708	0.07651
5000	0.2	369268	4866627	0.07587
5000	0.25	372590	4911646	0.07585
5000	0.3	379861	4951818	0.07671
5000	0.35	381150	4984850	0.07646
5000	0.4	382865	5016521	0.07632
5000	0.45	386094	5053583	0.0764
5000	0.5	388325	5088894	0.0763
5000	0.55	1229089	12179389	0.10091
5000	0.6	1291039	13226953	0.0976
5000	0.65	1300450	13699661	0.09492
5000	0.7	1301855	13836587	0.09408
5000	0.75	1302677	13959717	0.09331
5000	0.8	1311501	14089224	0.09308
5000	0.85	1323533	14363830	0.09214
5000	0.9	1344905	14763425	0.09109
5000	0.95	1398985	15977509	0.08755
5000	1	0	2597477	0
5050	0	0	2597477	0
5050	0.05	359094	4664835	0.07697
5050	0.1	366688	4754514	0.07712
5050	0.15	368688	4804120	0.07674
5050	0.2	369268	4861072	0.07596
5050	0.25	372590	4904592	0.07596
5050	0.3	378363	4951818	0.0764
5050	0.35	381150	4982371	0.07649
5050	0.4	382598	5016310	0.07627
5050	0.45	384888	5054555	0.07614
5050	0.5	388325	5086018	0.07635
5050	0.55	1228790	12172798	0.10094
5050	0.6	1291039	13222726	0.09763
5050	0.65	1298223	13697386	0.09477
5050	0.7	1301775	13829592	0.09412
5050	0.75	1303201	13954554	0.09338
5050	0.8	1311381	14083882	0.09311
5050	0.85	1323455	14353506	0.0922
5050	0.9	1344617	14754235	0.09113
5050	0.95	1397866	15958224	0.08759
5050	1	0	2597477	0
5100	0	0	2597477	0
5100	0.05	359094	4666812	0.07694
5100	0.1	366688	4754039	0.07713
5100	0.15	368688	4802054	0.07677
5100	0.2	369268	4857603	0.07601
5100	0.25	371896	4900720	0.07588
5100	0.3	378911	4949585	0.07655
5100	0.35	381150	4978796	0.07655
5100	0.4	382598	5014748	0.07629
5100	0.45	384888	5050221	0.07621
5100	0.5	388252	5083815	0.07637
5100	0.55	1228519	12169375	0.10095
5100	0.6	1290689	13218418	0.09764
5100	0.65	1297667	13692096	0.09477
5100	0.7	1301775	13822928	0.09417
5100	0.75	1303201	13954759	0.09338
5100	0.8	1311257	14082172	0.09311
5100	0.85	1323018	14347403	0.09221
5100	0.9	1344362	14745621	0.09117
5100	0.95	1397671	15934166	0.08771
5100	1	0	2597477	0
5150	0	0	2597477	0
5150	0.05	359094	4666515	0.07695
5150	0.1	366688	4751886	0.07716
5150	0.15	368688	4804186	0.07674
5150	0.2	369268	4857764	0.07601
5150	0.25	371323	4895054	0.07585
5150	0.3	378861	4949121	0.07655
5150	0.35	381357	4977813	0.07661
5150	0.4	382598	5012618	0.07632
5150	0.45	384888	5044829	0.07629
5150	0.5	388252	5083648	0.07637
5150	0.55	1228220	12165216	0.10096
5150	0.6	1290825	13219464	0.09764
5150	0.65	1295327	13601453	0.09523
5150	0.7	1301775	13818238	0.0942
5150	0.75	1303201	13948546	0.09342
5150	0.8	1311119	14070767	0.09318
5150	0.85	1323018	14328728	0.09233
5150	0.9	1343915	14726661	0.09125
5150	0.95	1397136	15914814	0.08778
5150	1	0	2597477	0
5200	0	0	2597477	0
5200	0.05	359094	4666515	0.07695
5200	0.1	366688	4751886	0.07716
5200	0.15	368613	4803300	0.07674
5200	0.2	368835	4852972	0.076
5200	0.25	371323	4894373	0.07586
5200	0.3	378683	4947010	0.07654
5200	0.35	380682	4974436	0.07652
5200	0.4	382720	5011733	0.07636
5200	0.45	384888	5041242	0.07634
5200	0.5	388156	5079803	0.07641
5200	0.55	1227649	12161259	0.10094
5200	0.6	1290825	13216822	0.09766
5200	0.65	1295120	13596589	0.09525
5200	0.7	1301775	13815663	0.09422
5200	0.75	1303201	13942287	0.09347
5200	0.8	1309240	14067759	0.09306
5200	0.85	1322831	14324015	0.09235
5200	0.9	1343796	14715535	0.09131
5200	0.95	1396457	15899179	0.08783
5200	1	0	2597477	0
5250	0	0	2597477	0
5250	0.05	359094	4665892	0.07696
5250	0.1	366688	4749569	0.0772
5250	0.15	367889	4802829	0.07659
5250	0.2	368835	4851776	0.07602
5250	0.25	371301	4890769	0.07591
5250	0.3	378237	4942579	0.07652
5250	0.35	380433	4973085	0.07649
5250	0.4	382720	5012046	0.07636
5250	0.45	384816	5039654	0.07635
5250	0.5	387759	5077591	0.07636
5250	0.55	1227649	12156599	0.10098
5250	0.6	1290265	13213782	0.09764
5250	0.65	1294856	13594548	0.09524
5250	0.7	1301987	13813777	0.09425
5250	0.75	1303201	13933622	0.09352
5250	0.8	1309073	14062569	0.09308
5250	0.85	1323221	14295426	0.09256
5250	0.9	1343220	14699516	0.09137
5250	0.95	1394682	15882026	0.08781
5250	1	0	2597477	0
5300	0	0	2597477	0
5300	0.05	358959	4658964	0.07704
5300	0.1	366688	4750286	0.07719
5300	0.15	367889	4798459	0.07666
5300	0.2	368697	4850048	0.07601
5300	0.25	371076	4889414	0.07589
5300	0.3	377891	4940756	0.07648
5300	0.35	380433	4967270	0.07658
5300	0.4	382720	5009692	0.07639
5300	0.45	385381	5037179	0.0765
5300	0.5	387759	5074086	0.07641
5300	0.55	1227649	12154674	0.101
5300	0.6	1290037	13209971	0.09765
5300	0.65	1294856	13589643	0.09528
5300	0.7	1301987	13808903	0.09428
5300	0.75	1303073	13927406	0.09356
5300	0.8	1309073	14053071	0.09315
5300	0.85	1322052	14286255	0.09254
5300	0.9	1343220	14692034	0.09142
5300	0.95	1394258	15863053	0.08789
5300	1	0	2597477	0
5350	0	0	2597477	0
5350	0.05	358680	4658671	0.07699
5350	0.1	366516	4750127	0.07715
5350	0.15	368731	4796210	0.07687
5350	0.2	369122	4849274	0.07611
5350	0.25	372485	4887845	0.0762
5350	0.3	377891	4940032	0.07649
5350	0.35	380433	4967593	0.07658
5350	0.4	382720	5007768	0.07642
5350	0.45	384870	5033563	0.07646
5350	0.5	387759	5072468	0.07644
5350	0.55	1226435	12144871	0.10098
5350	0.6	1290037	13209389	0.09766
5350	0.65	1294720	13585328	0.0953
5350	0.7	1301839	13803357	0.09431
5350	0.75	1303958	13923440	0.09365
5350	0.8	1307523	14045986	0.09308
5350	0.85	1321961	14278172	0.09258
5350	0.9	1343042	14686123	0.09144
5350	0.95	1393648	15844934	0.08795
5350	1	0	2597477	0
5400	0	0	2597477	0
5400	0.05	358680	4656372	0.07702
5400	0.1	366516	4747869	0.07719
5400	0.15	368555	4795017	0.07686
5400	0.2	369122	4848047	0.07613
5400	0.25	372485	4886839	0.07622
5400	0.3	377891	4937820	0.07652
5400	0.35	380433	4965569	0.07661
5400	0.4	382161	5004813	0.07635
5400	0.45	384870	5032024	0.07648
5400	0.5	387759	5073332	0.07643
5400	0.55	1225742	12143539	0.10093
5400	0.6	1289073	13203561	0.09763
5400	0.65	1295604	13582389	0.09538
5400	0.7	1302054	13799037	0.09435
5400	0.75	1303958	13921939	0.09366
5400	0.8	1306870	14039484	0.09308
5400	0.85	1321526	14273651	0.09258
5400	0.9	1342906	14676024	0.0915
5400	0.95	1393003	15830055	0.08799
5400	1	0	2597477	0
5450	0	0	2597477	0
5450	0.05	358680	4655307	0.07704
5450	0.1	366516	4746009	0.07722
5450	0.15	368555	4795888	0.07684
5450	0.2	368746	4843057	0.07613
5450	0.25	372153	4885638	0.07617
5450	0.3	377891	4935296	0.07656
5450	0.35	380381	4958038	0.07672
5450	0.4	382098	5000123	0.07641
5450	0.45	384188	5031313	0.07635
5450	0.5	387759	5066639	0.07653
5450	0.55	1225380	12142905	0.10091
5450	0.6	1268879	13043527	0.09728
5450	0.65	1295604	13484156	0.09608
5450	0.7	1302054	13792838	0.0944
5450	0.75	1303958	13920863	0.09366
5450	0.8	1306650	14033039	0.09311
5450	0.85	1321526	14264370	0.09264
5450	0.9	1342662	14657083	0.0916
5450	0.95	1390600	15810240	0.08795
5450	1	0	2597477	0
5500	0	0	2597477	0
5500	0.05	358680	4653858	0.07707
5500	0.1	366516	4745189	0.07723
5500	0.15	367893	4793302	0.07675
5500	0.2	368746	4840069	0.07618
5500	0.25	372236	4883430	0.07622
5500	0.3	377217	4931880	0.07648
5500	0.35	380381	4958019	0.07672
5500	0.4	382098	4997623	0.07645
5500	0.45	384033	5027216	0.07639
5500	0.5	386218	5062078	0.07629
5500	0.55	1225380	12141620	0.10092
5500	0.6	1268628	13037675	0.0973
5500	0.65	1295258	13485298	0.09604
5500	0.7	1301925	13789238	0.09441
5500	0.75	1303958	13918049	0.09368
5500	0.8	1305789	14027674	0.09308
5500	0.85	1319529	14257910	0.09254
5500	0.9	1342360	14646984	0.09164
5500	0.95	1389953	15775129	0.08811
5500	1	0	2597477	0
5550	0	0	2597477	0
5550	0.05	358680	4653366	0.07707
5550	0.1	366516	4744619	0.07724
5550	0.15	367821	4790802	0.07677
5550	0.2	368614	4839854	0.07616
5550	0.25	371902	4880838	0.07619
5550	0.3	377071	4928642	0.0765
5550	0.35	381259	4957378	0.0769
5550	0.4	381835	4994109	0.07645
5550	0.45	383854	5026248	0.07636
5550	0.5	386218	5059594	0.07633
5550	0.55	1224383	12140240	0.10085
5550	0.6	1268628	13034950	0.09732
5550	0.65	1294346	13479396	0.09602
5550	0.7	1301338	13783065	0.09441
5550	0.75	1303958	13913276	0.09372
5550	0.8	1305789	14022514	0.09312
5550	0.85	1318871	14249648	0.09255
5550	0.9	1340742	14637557	0.09159
5550	0.95	1389393	15754243	0.08819
5550	1	0	2597477	0
5600	0	0	2597477	0
5600	0.05	358680	4651918	0.0771
5600	0.1	366431	4739101	0.07732
5600	0.15	367821	4789841	0.07679
5600	0.2	368526	4838761	0.07616
5600	0.25	371744	4877482	0.07621
5600	0.3	376425	4924021	0.07644
5600	0.35	381119	4956436	0.07689
5600	0.4	381150	4992615	0.07634
5600	0.45	383854	5023446	0.07641
5600	0.5	386218	5059698	0.07633
5600	0.55	1224383	12139253	0.10086
5600	0.6	1268628	13033656	0.09733
5600	0.65	1293756	13476233	0.096
5600	0.7	1301207	13778583	0.09443
5600	0.75	1303958	13910805	0.09373
5600	0.8	1305596	14019165	0.09312
5600	0.85	1318871	14242002	0.0926
5600	0.9	1339425	14616900	0.09163
5600	0.95	1389393	15738395	0.08828
5600	1	0	2597477	0
5650	0	0	2597477	0
5650	0.05	358680	4652847	0.07708
5650	0.1	366431	4736395	0.07736
5650	0.15	367618	4788856	0.07676
5650	0.2	368456	4837198	0.07617
5650	0.25	371509	4876248	0.07618
5650	0.3	376425	4923240	0.07645
5650	0.35	381029	4956262	0.07687
5650	0.4	381357	4990814	0.07641
5650	0.45	382615	5024042	0.07615
5650	0.5	386105	5056463	0.07635
5650	0.55	1224383	12137670	0.10087
5650	0.6	1268451	13028100	0.09736
5650	0.65	1293657	13473182	0.09601
5650	0.7	1301053	13777081	0.09443
5650	0.75	1302276	13904556	0.09365
5650	0.8	1305596	14013493	0.09316
5650	0.85	1318817	14237493	0.09262
5650	0.9	1338061	14606960	0.0916
5650	0.95	1387612	15704425	0.08835
5650	1	0	2597477	0
5700	0	0	2597477	0
5700	0.05	358680	4652847	0.07708
5700	0.1	366348	4736258	0.07734
5700	0.15	367199	4786864	0.0767
5700	0.2	368456	4832519	0.07624
5700	0.25	371509	4873684	0.07622
5700	0.3	376425	4922359	0.07647
5700	0.35	381029	4956874	0.07686
5700	0.4	381357	4989110	0.07643
5700	0.45	382737	5024117	0.07617
5700	0.5	385012	5054160	0.07617
5700	0.55	1224383	12135213	0.10089
5700	0.6	1268001	13021491	0.09737
5700	0.65	1291575	13378469	0.09654
5700	0.7	1301504	13773365	0.09449
5700	0.75	1302276	13900284	0.09368
5700	0.8	1305596	14010248	0.09318
5700	0.85	1318722	14232305	0.09265
5700	0.9	1337425	14601070	0.09159
5700	0.95	1386653	15678324	0.08844
5700	1	0	2597477	0
5750	0	0	2597477	0
5750	0.05	358680	4651220	0.07711
5750	0.1	366348	4732843	0.0774
5750	0.15	367199	4785568	0.07673
5750	0.2	368191	4831007	0.07621
5750	0.25	371509	4872145	0.07625
5750	0.3	376221	4918360	0.07649
5750	0.35	380699	4957117	0.07679
5750	0.4	381357	4987057	0.07646
5750	0.45	382737	5019792	0.07624
5750	0.5	385755	5050045	0.07638
5750	0.55	1224383	12133626	0.1009
5750	0.6	1268001	13017514	0.0974
5750	0.65	1291575	13374816	0.09656
5750	0.7	1301306	13769319	0.0945
5750	0.75	1302276	13898824	0.09369
5750	0.8	1305596	14007232	0.0932
5750	0.85	1318544	14225539	0.09268
5750	0.9	1336495	14591515	0.09159
5750	0.95	1385337	15653390	0.0885
5750	1	0	2597477	0
5800	0	0	2597477	0
5800	0.05	358680	4643623	0.07724
5800	0.1	366348	4731730	0.07742
5800	0.15	367199	4786714	0.07671
5800	0.2	368191	4827595	0.07626
5800	0.25	371509	4870106	0.07628
5800	0.3	375088	4912779	0.07634
5800	0.35	379151	4954769	0.07652
5800	0.4	381224	4982441	0.07651
5800	0.45	382737	5018673	0.07626
5800	0.5	385755	5047571	0.07642
5800	0.55	1224058	12131570	0.10089
5800	0.6	1268001	13014355	0.09743
5800	0.65	1291575	13368893	0.09661
5800	0.7	1301306	13767191	0.09452
5800	0.75	1302530	13893744	0.09374
5800	0.8	1306071	14001986	0.09327
5800	0.85	1318544	14221943	0.09271
5800	0.9	1334085	14575869	0.09152
5800	0.95	1385120	15638325	0.08857
5800	1	0	2597477	0
5850	0	0	2597477	0
5850	0.05	358210	4639963	0.0772
5850	0.1	366297	4720893	0.07759
5850	0.15	367199	4785940	0.07672
5850	0.2	368191	4826234	0.07628
5850	0.25	371509	4870106	0.07628
5850	0.3	374602	4912169	0.07625
5850	0.35	379151	4953766	0.07653
5850	0.4	380682	4980593	0.07643
5850	0.45	382737	5017557	0.07627
5850	0.5	385755	5045570	0.07645
5850	0.55	1223962	12126680	0.10093
5850	0.6	1268001	13011632	0.09745
5850	0.65	1291575	13363921	0.09664
5850	0.7	1301306	13762268	0.09455
5850	0.75	1302483	13890744	0.09376
5850	0.8	1305444	13996342	0.09327
5850	0.85	1318377	14213284	0.09275
5850	0.9	1333026	14569801	0.09149
5850	0.95	1385120	15621105	0.08866
5850	1	0	2597477	0
5900	0	0	2597477	0
5900	0.05	358210	4639011	0.07721
5900	0.1	364714	4717619	0.0773
5900	0.15	367199	4784874	0.07674
5900	0.2	368768	4820407	0.0765
5900	0.25	371509	4867701	0.07632
5900	0.3	373908	4909224	0.07616
5900	0.35	378597	4949349	0.07649
5900	0.4	380636	4979019	0.07644
5900	0.45	382737	5015359	0.07631
5900	0.5	385398	5041287	0.07644
5900	0.55	1223817	12120274	0.10097
5900	0.6	1267702	13009158	0.09744
5900	0.65	1291084	13363617	0.09661
5900	0.7	1302190	13760333	0.09463
5900	0.75	1302403	13886953	0.09378
5900	0.8	1304447	13990932	0.09323
5900	0.85	1318015	14206879	0.09277
5900	0.9	1332442	14561311	0.0915
5900	0.95	1382627	15607705	0.08858
5900	1	0	2597477	0
5950	0	0	2597477	0
5950	0.05	358210	4637792	0.07723
5950	0.1	364315	4717333	0.07722
5950	0.15	367199	4780761	0.0768
5950	0.2	368874	4818939	0.07654
5950	0.25	371509	4865048	0.07636
5950	0.3	373908	4907037	0.07619
5950	0.35	378527	4948689	0.07649
5950	0.4	380433	4976588	0.07644
5950	0.45	382737	5013338	0.07634
5950	0.5	385242	5037826	0.07646
5950	0.55	1223817	12117477	0.10099
5950	0.6	1267702	13006573	0.09746
5950	0.65	1290856	13363502	0.09659
5950	0.7	1299634	13756686	0.09447
5950	0.75	1302403	13883352	0.09381
5950	0.8	1304333	13989701	0.09323
5950	0.85	1317622	14201366	0.09278
5950	0.9	1331726	14554997	0.09149
5950	0.95	1382000	15578460	0.08871
5950	1	0	2597477	0
6000	0	0	2597477	0
6000	0.05	358153	4636387	0.07724
6000	0.1	364315	4715484	0.07725
6000	0.15	367199	4780761	0.0768
6000	0.2	368874	4818298	0.07655
6000	0.25	371509	4862757	0.07639
6000	0.3	373677	4903368	0.0762
6000	0.35	378181	4945697	0.07646
6000	0.4	380433	4976870	0.07644
6000	0.45	382737	5012162	0.07636
6000	0.5	384994	5036804	0.07643
6000	0.55	1223817	12117812	0.10099
6000	0.6	1267326	13000180	0.09748
6000	0.65	1290856	13362909	0.09659
6000	0.7	1299452	13751140	0.09449
6000	0.75	1302618	13878771	0.09385
6000	0.8	1304333	13983256	0.09327
6000	0.85	1318040	14178680	0.09295
6000	0.9	1331832	14540455	0.09159
6000	0.95	1381613	15563238	0.08877
6000	1	0	2597477	0
6050	0	0	2597477	0
6050	0.05	358153	4635594	0.07726
6050	0.1	364315	4714594	0.07727
6050	0.15	368752	4779075	0.07715
6050	0.2	370929	4817177	0.077
6050	0.25	371509	4858089	0.07647
6050	0.3	373590	4895182	0.07631
6050	0.35	378181	4946020	0.07646
6050	0.4	381311	4973356	0.07667
6050	0.45	382178	5009636	0.07628
6050	0.5	384994	5036306	0.07644
6050	0.55	1223817	12116903	0.101
6050	0.6	1265339	12997292	0.09735
6050	0.65	1290818	13356956	0.09664
6050	0.7	1299588	13750832	0.0945
6050	0.75	1302618	13878120	0.09386
6050	0.8	1304333	13978694	0.0933
6050	0.85	1317546	14175295	0.09294
6050	0.9	1331307	14534451	0.09159
6050	0.95	1381418	15552386	0.08882
6050	1	0	2597477	0
6100	0	0	2597477	0
6100	0.05	357986	4634973	0.07723
6100	0.1	364315	4713773	0.07728
6100	0.15	368752	4776669	0.07719
6100	0.2	370929	4813658	0.07705
6100	0.25	372045	4856036	0.07661
6100	0.3	373036	4895106	0.0762
6100	0.35	378181	4944506	0.07648
6100	0.4	381311	4971339	0.0767
6100	0.45	382178	5008523	0.0763
6100	0.5	384312	5033948	0.07634
6100	0.55	1220069	11655888	0.10467
6100	0.6	1265224	12995976	0.09735
6100	0.65	1290771	13352378	0.09666
6100	0.7	1298849	13690550	0.09487
6100	0.75	1302470	13873654	0.09388
6100	0.8	1304333	13978222	0.09331
6100	0.85	1315534	14167295	0.09285
6100	0.9	1332501	14530636	0.0917
6100	0.95	1380627	15536203	0.08886
6100	1	0	2597477	0
6150	0	0	2597477	0
6150	0.05	357299	4628957	0.07718
6150	0.1	364315	4709416	0.07735
6150	0.15	368752	4774437	0.07723
6150	0.2	370929	4810097	0.07711
6150	0.25	371907	4854999	0.0766
6150	0.3	373036	4890756	0.07627
6150	0.35	378181	4943466	0.0765
6150	0.4	381276	4967830	0.07674
6150	0.45	382385	5004987	0.0764
6150	0.5	384312	5032665	0.07636
6150	0.55	1212680	11191834	0.10835
6150	0.6	1252981	12904347	0.09709
6150	0.65	1288980	13349580	0.09655
6150	0.7	1298849	13689183	0.09488
6150	0.75	1302111	13824418	0.09418
6150	0.8	1304213	13974522	0.09332
6150	0.85	1314249	14138204	0.09295
6150	0.9	1332501	14511967	0.09182
6150	0.95	1378317	15519940	0.0888
6150	1	0	2597477	0
6200	0	0	2597477	0
6200	0.05	357299	4627980	0.0772
6200	0.1	364315	4709416	0.07735
6200	0.15	368752	4773848	0.07724
6200	0.2	370929	4807879	0.07715
6200	0.25	371907	4853046	0.07663
6200	0.3	372722	4888137	0.07625
6200	0.35	378181	4939828	0.07655
6200	0.4	381276	4964912	0.07679
6200	0.45	382322	4999833	0.07646
6200	0.5	383978	5030519	0.07632
6200	0.55	1212680	11187617	0.10839
6200	0.6	1252981	12904043	0.09709
6200	0.65	1288791	13344540	0.09657
6200	0.7	1298849	13685136	0.0949
6200	0.75	1302111	13818075	0.09423
6200	0.8	1304213	13969531	0.09336
6200	0.85	1315034	14136003	0.09302
6200	0.9	1332276	14495741	0.0919
6200	0.95	1376653	15501920	0.0888
6200	1	0	2597477	0
6250	0	0	2597477	0
6250	0.05	357171	4624490	0.07723
6250	0.1	364315	4708127	0.07738
6250	0.15	368752	4773098	0.07725
6250	0.2	371696	4805916	0.07734
6250	0.25	371796	4851510	0.07663
6250	0.3	372452	4886781	0.07621
6250	0.35	377863	4938791	0.0765
6250	0.4	381276	4962116	0.07683
6250	0.45	382322	4999833	0.07646
6250	0.5	384100	5028706	0.07638
6250	0.55	1212680	11181497	0.10845
6250	0.6	1251622	12900984	0.09701
6250	0.65	1288791	13336998	0.09663
6250	0.7	1298849	13679646	0.09494
6250	0.75	1302111	13812344	0.09427
6250	0.8	1304139	13963809	0.09339
6250	0.85	1314659	14126375	0.09306
6250	0.9	1331658	14488681	0.09191
6250	0.95	1375590	15485491	0.08883
6250	1	0	2597477	0
6300	0	0	2597477	0
6300	0.05	357051	4621223	0.07726
6300	0.1	363360	4707114	0.07719
6300	0.15	368752	4772306	0.07726
6300	0.2	371696	4804081	0.07737
6300	0.25	371363	4848350	0.07659
6300	0.3	372269	4885968	0.07619
6300	0.35	376786	4934809	0.07635
6300	0.4	381046	4960073	0.07682
6300	0.45	382059	4997277	0.07645
6300	0.5	383833	5027279	0.07635
6300	0.55	1213310	11179218	0.10853
6300	0.6	1251622	12899640	0.09702
6300	0.65	1288791	13334210	0.09665
6300	0.7	1297797	13677704	0.09488
6300	0.75	1302111	13807471	0.0943
6300	0.8	1304139	13953258	0.09346
6300	0.85	1315046	14124615	0.0931
6300	0.9	1331535	14482982	0.09193
6300	0.95	1374929	15472692	0.08886
6300	1	0	2597477	0
6350	0	0	2597477	0
6350	0.05	356731	4618160	0.07724
6350	0.1	361925	4700670	0.07699
6350	0.15	368752	4772306	0.07726
6350	0.2	370972	4803211	0.07723
6350	0.25	371113	4848441	0.07654
6350	0.3	372269	4883845	0.07622
6350	0.35	376786	4932445	0.07638
6350	0.4	381046	4960073	0.07682
6350	0.45	381374	4993882	0.07636
6350	0.5	382861	5024438	0.07619
6350	0.55	1213310	11176519	0.10855
6350	0.6	1251622	12897815	0.09704
6350	0.65	1288734	13333200	0.09665
6350	0.7	1297668	13675205	0.09489
6350	0.75	1302237	13806198	0.09432
6350	0.8	1304139	13950066	0.09348
6350	0.85	1314297	14117477	0.09309
6350	0.9	1330395	14481604	0.09186
6350	0.95	1374624	15453547	0.08895
6350	1	0	2597477	0
6400	0	0	2597477	0
6400	0.05	356731	4619343	0.07722
6400	0.1	361925	4699911	0.077
6400	0.15	368752	4772306	0.07726
6400	0.2	370972	4802449	0.07724
6400	0.25	370987	4845622	0.07656
6400	0.3	371777	4880116	0.07618
6400	0.35	376458	4929266	0.07637
6400	0.4	381046	4959095	0.07683
6400	0.45	381374	4992247	0.07639
6400	0.5	382861	5024098	0.0762
6400	0.55	1212217	11174845	0.10847
6400	0.6	1251622	12896555	0.09705
6400	0.65	1288463	13331662	0.09664
6400	0.7	1296942	13670646	0.09487
6400	0.75	1302730	13801287	0.09439
6400	0.8	1304139	13948479	0.09349
6400	0.85	1314274	14115130	0.09311
6400	0.9	1329999	14476486	0.09187
6400	0.95	1374400	15437884	0.08902
6400	1	0	2597477	0
6450	0	0	2597477	0
6450	0.05	356731	4618248	0.07724
6450	0.1	361574	4695770	0.07699
6450	0.15	366874	4768934	0.07692
6450	0.2	370972	4800928	0.07727
6450	0.25	370987	4841976	0.07661
6450	0.3	371777	4877936	0.07621
6450	0.35	376458	4927080	0.0764
6450	0.4	380716	4959095	0.07677
6450	0.45	381241	4990402	0.07639
6450	0.5	382861	5023748	0.07621
6450	0.55	1212217	11175875	0.10846
6450	0.6	1251622	12896260	0.09705
6450	0.65	1288343	13327262	0.09666
6450	0.7	1296835	13664655	0.0949
6450	0.75	1302576	13797682	0.0944
6450	0.8	1304139	13947784	0.0935
6450	0.85	1314178	14113776	0.09311
6450	0.9	1329525	14471931	0.09186
6450	0.95	1373996	15423823	0.08908
6450	1	0	2597477	0
6500	0	0	2597477	0
6500	0.05	356149	4613059	0.0772
6500	0.1	361574	4694602	0.07701
6500	0.15	366874	4769780	0.07691
6500	0.2	370796	4799332	0.07725
6500	0.25	370855	4840544	0.07661
6500	0.3	371777	4876923	0.07623
6500	0.35	376254	4925598	0.07638
6500	0.4	380666	4957901	0.07677
6500	0.45	380699	4986006	0.07635
6500	0.5	382861	5021634	0.07624
6500	0.55	1212217	11173664	0.10848
6500	0.6	1251370	12892349	0.09706
6500	0.65	1288164	13327419	0.09665
6500	0.7	1296835	13661571	0.09492
6500	0.75	1302428	13790059	0.09444
